"ORGANIZATION NAME","ITEM NUMBER","ITEM DESCRIPTION",UOM,"ON HAND",
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",29802,"BIO-DELTOX 1LÍT/CAN",Can,40,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",29829,"Vôi 25kg/bao",Kg,1595,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",30604,"Aftogen Oleo - Vaccin FMD 25ds (50ml/chai)",Chai,20,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",30946,"Bột trứng 25kg/bao",Kg,22,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",30948,"Bio-Amoxcillin 50% 10kg/bao",Kg,30,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",31159,PRELAC#25kg/bao+NUTRIFEED+Netherlands+NONETAX,Kg,32,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",31564,"Bio-Vita Electrolytes 10kg/bao",Kg,14,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",31643,"Bio-Colistin 10kg/bao",Kg,17,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",32058,"AFA-A18C - Hàng xá",Kg,8441,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",32436,"Analgine+C 100ml/chai # (xanh dương)",Chai,52,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",32448,"Deterstorm 5kg/bình",Kg,175,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",33124,"Nova-ADE.Bcomplex 25kg/bao",Kg,14,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",34064,"Biokon 1kg/gói",Kg,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",34248,"COLISTIN PREMIX 10KG/BAO # (Farm)",Bao,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",34489,"Tiamulin WSP AP 10kg/Bao # (farm)",Bao,19,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",35441,"Racumin - 1kg/gói",Kg,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",35442,"Transamin 250mg Inj 1x10 ống",Ống,40,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",35444,"Thuốc tím KMNO4 50kg/thùng",Kg,100,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",36172,"Farmxide New 200 lit/phuy",Phuy,4,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",36216,"Thuốc diệt ruồi Thanh Dương 5lít/can",Lít,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",36490,"Tylodox AP 10kg/thùng # (farm)",Thùng,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",37082,"Biotic 10kg/bao",Kg,40,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",37428,"BIO-CEPTIOFUR 1G -100ML/BỘ",Bộ,66,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",37691,"Altresyn 540ml/chai",Chai,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",37890,"Xà bông rửa tay 20lit/can",Can,2,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",40737,"Tấm thử ASFV Ag Test Kit - C30021 - 50 cái/Hộp - FA",Cái,8,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",41320,"Ingelvac-H 50ds (100ml/chai)",Chai,15,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",41922,"FLUXIN 50 100ml/chai",Chai,25,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",43578,"Nova Sementech 20kg/bao",Kg,30,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",44347,"Coglapest 50ds (dạng bánh) + Pro-S Diluent nước pha (100ml/chai)",Bộ,7,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",44348,"Coglapest 10ds (dạng bánh) + Pro-S Diluent nước pha (20ml/lọ)",Bộ,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",44593,"Aqua ORG",Kg,180,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",44811,"Novacide 200 lít/phuy",Lít,1000,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",47724,"Heo đực # FP Tân Thắng +FF Bưng Riềng+W04/2022",Con,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48583,"Ấm Đun Siêu Tốc  Kim Cương -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48589,"Băng Keo Điện 5Ml*18Mm*20Y - Nano Tô Nga Dũng- Đen -HAT",Cuộn,20,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48599,"Bao Tay Cao Su Size Xl- Cầu Vòng -HAT",Đôi,7,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48601,"Bao Tay Len 800G / 10 Đôi -HAT",Đôi,2,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48605,"Bao Xanh Mỏng Pp (2 Chỉ ) 60X90 -HAT",Cái,6500,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48621,"Bình Xịt  2L - Dudaco-202 -HAT",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48659,"Chổi Dừa Cán Dài - Đai Sắt -HAT",Cây,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48672,"Cước Rửa Chén Inox 12 Cái/ Lốc- Lớn - Sun -HAT",Dây,24,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48691,"Dây Cuaroa Trơn A88- Thái Lan -HAT",Sợi,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48709,"Đồng Hồ Ampe Kiềm Hioki 3280 - 10F , Nhật  -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48714,"Đuôi Đèn Treo Nhựa Sf072- Đen - Sofa 100W -HAT",Cái,100,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48723,"Giảm 27-21 Bình Minh -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48743,"Keo Silicon A300 Apollo - 300Ml -HAT",Chai,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48750,"Khăn 40*60 - Thank Thank -HAT",Cái,25,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48808,"Nối Thẳng 34-  Bình Minh -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48817,"Nước Tẩy Toilet 960Ml- Okay -HAT",Chai,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48822,"Ổ Khóa Treo Đồng 5 Phân-Việt Tiệp -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48841,"Rắc Co Nhựa 34 Taijaan -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48895,"Ủng Trắng Thùy Dương Size 11, 11.5 -HAT",Đôi,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48896,"Ủng Xanh Rêu Thùy Dương Size 11, 11.5 -HAT",Đôi,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48900,"Van Khóa Nhựa 34 Chiutong  -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48913,"Xúc Cám Inox 1.5Kg - Inox - Số 1 -HAT",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",48967,"Bộ dây gieo tinh sâu nái rạ (đầu lớn) Magapor -FT",Cái,599,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49385,"Béc Xịt Tự Động Màu Đỏ -HAT",Cái,2,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49387,"Cùm Chữ U 21 6Ly -  Cùm + Tán+ Bas Chắn -HAT",Cái,100,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49390,"Lõi Lọc Nước Số 1 (5 Miccro)- Kangaroo -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49391,"Lõi Lọc Nước Số 2 - Than Hoạt Tính-Kangaroo -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49392,"Lõi Lọc Nước Số 3 -1 Miccro- Kangaroo -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49400,"Sơn Xịt Đỏ A211- Win -HAT",Chai,20,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49401,"Sơn Xịt Xanh A242  - Win -HAT",Chai,20,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49590,"Găng tay sản khoa cho bò - CATBD -CATBD",Hộp,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49594,"Ống chích tự động HSW Eco-matic 2ml -CATBD",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49596,"Máy mài răng heo con (kềm điện) - Sen Hu -CATBD",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49616,"Gel bôi siêu âm (can 5L) -Lê Anh",Can,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49639,"Mực xăm 3OZ CA TBD -CATBD",Hộp,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",49783,"Ingelvac Mycoflex 100ds (100ml/chai)",Lọ,55,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50011,"AFA-Baby A (Lacta)- Hàng xá",Kg,2650,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50168,"Genta 20% (1kg/gói, trộn TA)",Kg,7,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50213,"Co 60- Bình Minh - Dày -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50295,"Van Khóa Nhựa 27 Chiutong -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50299,"Quần áo BHLD - cho NV (xanh đen) -Quang Tuấn",Bộ,100,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50300,"Quần áo bảo vệ -Quang Tuấn",Hộp,12,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50301,"Nón bảo vệ -Quang Tuấn",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50316,"BIO Genta 10% (500ml/chai)",Chai,27,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50590,"Viêm não Nhật Bản 20 ds + nước pha",Bộ,2,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50610,"Bóng Đèn Trụ Led 40W- Rạng Đông -HAT",Cái,12,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",50709,"Tay Dên Đầu Xịt 5Hp Phi 34 -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51079,"Nova C 100 10Kg Bag",Bao,4,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51080,"Nova Tydoxin Max 10Kg Bag",Bao,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51166,"Bàn Chà Chân Gỗ Hàng Thái Lan -HAT",Cái,25,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51258,"Kẹp Nhựa 20 Cái/ Lốc - Đồng Tâm -HAT",Lốc,13,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51386,"Heo đực # FP Tân Thắng +W33/2022",Con,2,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51387,"Heo cái # FP Tân Thắng +W33/2022 (1 máu)",Con,8,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,38,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51532,"Mỏ Hàn 100W - Berrylion -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51685,"Heo cái # FP Tân Thắng +W35/2022 (1 máu)",Con,7,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51686,"Heo cái # FP Tân Thắng +W35/2022 (2 máu)",Con,70,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51687,"Heo cái # FP Tân Thắng +W36/2022 (2 máu)",Con,12,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51849,"Heo cái # FP Tân Thắng +W37/2022 (1 máu)",Con,4,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51851,"Heo cái # FP Tân Thắng +W37/2022 (2 máu)",Con,63,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51942,"Heo đực # FP Tân Thắng +W38/2022",Con,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51943,"Heo cái # FP Tân Thắng +W38/2022 (1 máu)",Con,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",51944,"Heo cái # FP Tân Thắng +W38/2022 (2 máu)",Con,30,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52128,"Heo cái # FP Tân Thắng +W39/2022 (1 máu)",Con,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52130,"Heo cái # FP Tân Thắng +W39/2022 (2 máu)",Con,33,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52407,"Heo đực # FP Tân Thắng +W40/2022",Con,6,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52408,"Heo cái # FP Tân Thắng +W40/2022 (1 máu)",Con,8,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52409,"Heo cái # FP Tân Thắng +W40/2022 (2 máu)",Con,66,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52618,"Stalosan F-Chất khử trùng chuồng trại 15kg/bao",Kg,75,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52765,"Nhớt Castrol  Crb Turbomax 20W50-18Lit -HAT",Xô,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52909,"Heo đực # FP Tân Thắng +W44/2022",Con,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52910,"Heo cái # FP Tân Thắng +W44/2022 (1 máu)",Con,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52911,"Heo cái # FP Tân Thắng +W44/2022 (2 máu)",Con,83,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52913,"Heo cái # FP Tân Thắng +W45/2022 (2 máu)",Con,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52996,"Heo cái # FP Tân Thắng +W46/2022 (1 máu)",Con,13,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",52997,"Heo cái # FP Tân Thắng +W46/2022 (2 máu)",Con,59,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53102,"Provac TP 10ds (30ml/lọ)",Lọ,39,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53170,"PRIME PAC PRRS 50ds (dạng bánh)+ Diluvac Forte nước pha (50ml/chai) - ống chích thường",Bộ,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53171,"PRIME PAC PRRS 100ds (dạng bánh)+ Diluvac Forte nước pha (20ml/lọ) - không kim",Bộ,38,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53211,"Heo cái # FP Tân Thắng +W48/2022 (2 máu)",Con,9,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53212,"Heo cái # FP Tân Thắng +W49/2022 (2 máu)",Con,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53293,"Dẫn tinh quản đầu lớn -Lê Anh",Cái,600,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53294,"Gel bôi trơn Lebegel Lê Anh -Lê Anh",Chai,12,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",53853,"Motor Máy Lọc Nước ( Ro ) 24V Karofi -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54138,"Cây Thục Bồn Cầu Vĩnh Thuận -HAT",Cây,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54143,"Đế Gắn Cb Tép Nổi 2P- Lihan ( Có Nắp Đậy ) -HAT",Cái,55,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54150,"Mccb (Cb Khối ) 4 Cực Abn54C - 50A -18Ka- 4P- Ls -HAT",Cái,3,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54156,"Súng Xịt Hơi Nhựa ( Đỏ ) Lu-Xh-8Mm Top -HAT",Cây,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54318,"Bóng hồng ngoại Interheat 100W",Cái,47,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54348,"Bộ Bóng Đèn M11- 120Cm- Rạng Đông - Chíp Led Samsung -HAT",Bộ,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54349,"Bóng Led Tube 120Cm - Thủy Tinh -Rạng Đông -HAT",Cái,5,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54350,"Bulong 8X70 -Có Tán -HAT",Bộ,100,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54358,"Domino Hyt 1010/ 10A-10P- Hanyoung -HAT",Cái,10,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54362,"Máy Mài Góc ( Pin Sạc) Dga402Rme-2X18V-4.0Ah Makita -HAT",Cái,1,
"080 Org FP.Tân Thắng - ANOVA FARM (Cost Org)",54376,"Tôn La Phông Nhôm Khổ 1X3M- 2.0Dem - Hoa Sen -HAT",Tấm,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",564,"Nova Amdecol 100mlx30",Chai,196,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",637,"Nova-Genta.Amox 100mlx30",Chai,127,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",641,"Nova Gentylo 100mlx30",Chai,21,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",652,"Nova Linco Spectin 100mlx30",Chai,154,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",3798,"Nova A.C Xanh 100mlx30",Chai,50,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",4228,"Floxy 100ml/Chai",Chai,12,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",4304,"SG.Atropin 100ml/Chai",Chai,52,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",6458,"BIO-GUM K + C 1kg",Gói,42,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",8968,"Formal 30 lít/can",Lít,48,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",9705,"Nova Para C 10kg",Bao,2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",10477,"Gentamoxin AP 100ml/chai",Chai,45,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",10564,"ASCORBIC ACID  # 25kg/carton+China+CSPC WEISHENG+NONETAX",Kg,11,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",10825,"Amox - LA AP 100ml/chai",Chai,190,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",13285,"Bio-Anazin C 100ml/chai",Chai,8,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",13466,"Availa Sow Feed First 25kg/bao",Kg,41,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",13715,"Bio-Glucose 5% 500ml/chai",Chai,48,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",13827,"Bio-Tiamulin 100ml/chai",Chai,99,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",13961,"Dầu DO 0.05S - 200lít/phuy",Lít,680,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",14289,"Xăng RON 95 - 30lít/can",Lít,60,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",14851,"AFA Nova Coc 5% 100ml/chai",Chai,26,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",14852,"AFA Nova Mectin 1% 20ml/chai",Lọ,43,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",15073,"Bio-Dexa 100ml/chai",Chai,182,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",15761,"Bio-Bromhexine 100ml/chai",Chai,48,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",15860,"HC Vac 50ds (dạng bánh) + nước pha (100ml/lọ)+50liều/chai + nước pha++",Bộ,77,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",16719,"Bio-Lactated Ringer's 500ml/chai",Chai,25,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",16722,"TH4 200lít/phuy",Lít,400,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",20091,"AFA-Nova Enrocin 10% 100ml/chai",Chai,500,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",22034,"Porcilis Begonia 10ds (dạng bánh) + Unisolve nước pha (20ml/lọ)",Lọ,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",22686,"Porcilis Begonia 50ds (dạng bánh) + Unisolve nước pha (100ml/chai)",Chai,13,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",23726,"Aftogen Oleo - Vaccin FMD 60ds (120ml/chai)",Chai,133,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",28415,"Bio Amoxycol Inj 100ml/chai",Chai,50,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",28996,"Bóng hồng ngoại 100",Cái,28,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",29829,"Vôi 25kg/bao",Kg,120,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",30604,"Aftogen Oleo - Vaccin FMD 25ds (50ml/chai)",Chai,29,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",30948,"Bio-Amoxcillin 50% 10kg/bao",Kg,66,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",31159,PRELAC#25kg/bao+NUTRIFEED+Netherlands+NONETAX,Kg,288,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",31579,"AFA-Baby B - Hàng xá",Kg,4938,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",31580,"AFA-Baby C - Hàng xá",Kg,3869,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",31581,"AFA-A16 - Hàng xá",Kg,12228,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",31755,"Bio-Fenbendazol 10kg/bao",Kg,50,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",32448,"Deterstorm 5kg/bình",Kg,25,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",33124,"Nova-ADE.Bcomplex 25kg/bao",Kg,13,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",34171,"SG.Anazine-C 10kg/bao",Bao,7.3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",34248,"COLISTIN PREMIX 10KG/BAO # (Farm)",Bao,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",34489,"Tiamulin WSP AP 10kg/Bao # (farm)",Bao,0.7,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",35442,"Transamin 250mg Inj 1x10 ống",Ống,11,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",35444,"Thuốc tím KMNO4 50kg/thùng",Kg,52,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",36172,"Farmxide New 200 lit/phuy",Phuy,1.2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",36488,"Colistin Premix 10kg/thùng # (farm)",Thùng,0.8,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",36490,"Tylodox AP 10kg/thùng # (farm)",Thùng,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",36491,"Tasahe 10kg/thùng # (farm)",Thùng,6.2,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",36866,"Coglapix 100ml (50ds) 50 liều/lọ",Chai,22,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",37108,"CITRIC ACID ANHYDROUS#25Kg/ Bao+WEIFANG ENSIGN+CHINA+10%",Kg,25,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",37890,"Xà bông rửa tay 20lit/can",Can,6,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",38771,"Nova Electrolytes 10Kg Bag",Bao,0.8,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",40737,"Tấm thử ASFV Ag Test Kit - C30021 - 50 cái/Hộp - FA",Cái,30,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",41224,"Novadine 10% (A) 200lit/phuy",Lít,20,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",41922,"FLUXIN 50 100ml/chai",Chai,48,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",44593,"Aqua ORG",Kg,135,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",44998,"AFA-Baby C Super - hàng xá",Kg,23230,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",47124,"Bộ SG.Cept 500ml + nước pha",Bộ,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",47394,"Antigen Rapid Test Kit covid-19- 20 cái/Hộp",Cái,7,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48585,"Bạc Đạn 6203Zz -Nắp Sắt- Koyo -HAT",Cái,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48589,"Băng Keo Điện 5Ml*18Mm*20Y - Nano Tô Nga Dũng- Đen -HAT",Cuộn,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48617,"Bịch Nilong Dẻo (Pe) 20X30 (1 Kg ) -HAT",Kg,4,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48622,"Bình Xịt Chống Rỉ Rp7 300G(422Ml)- Shelley -HAT",Chai,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48643,"Ca Múc Nước 2L - Có Cán- Đại Triển -HAT",Cái,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48662,"Co 21- Bình Minh -HAT",Cái,20,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48666,"Cọ Quét Sơn 5F- Thanh Thảo -HAT",Cái,3,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48702,"Dây Xịt Sát Trùng 50M- Cá Sấu/ Made In Korea -HAT",Cuộn,1,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48732,"Gối Hơi ( Có Sẵn Bao Gối) 60 X 40 Cm, Hoàng Gia -HAT",Cái,5,
"082 Org FF.Bưng Riềng - ANOVA FARM (Cost Org)",48736,"Kẽm Trắng 2,0Mm -HAT",Kg,55,
